00008|0000834200000||0000739||0000463|2024-07-04|2024-08-08|F|T|31229859|54801730|0000000001011
00008|0000834218000||0000393||0000948|2024-07-12|2024-08-01|C|P|56439780|58789884|0000000008971
00003|0000834235000||0000797||0000792|2024-07-24|2024-08-20|F|P|13296149|67077151|0000000001281
00006|0000834250000||0000478||0000804|2024-07-09|2024-08-16|F|T|69662965|26996233|0000000008401
00002|0000834264000||0000539||0000138|2024-07-20|2024-08-10|F|T|83213173|26519637|0000000009135
00003|0000834282000||0000347||0000354|2024-07-25|2024-08-25|C|P|74777052|72322330|0000000009719
00007|0000834299000||0000730||0000835|2024-07-08|2024-08-12|C|T|34913750|66972005|0000000004303
00001|0000834312000||0000862||0000850|2024-07-01|2024-08-14|F|T|54425032|80162207|0000000002702
00007|0000834326000||0000510||0000620|2024-07-21|2024-08-17|C|T|43475184|58624002|0000000005263
00002|0000834339000||0000787||0000302|2024-07-10|2024-08-04|C|T|78565366|83618288|0000000001370
00004|0000834355000||0000628||0000998|2024-07-26|2024-08-13|F|T|44748980|37082537|0000000003103
00002|0000834368000||0000556||0000667|2024-07-10|2024-08-11|F|T|37606422|81259249|0000000008566
00005|0000834383000||0000252||0000221|2024-07-09|2024-08-22|F|P|85408717|12806222|0000000007860
00005|0000834396000||0000307||0000370|2024-07-23|2024-08-09|C|T|16464975|12761560|0000000005904
00006|0000834412000||0000176||0000446|2024-07-20|2024-08-17|F|T|67607725|64862010|0000000003786
00004|0000834424000||0000334||0000110|2024-07-17|2024-08-22|F|T|43287535|28163834|0000000002382
00006|0000834438000||0000341||0000740|2024-07-12|2024-08-25|F|T|29582277|61368253|0000000009820
00006|0000834450000||0000623||0000990|2024-07-06|2024-08-06|C|P|37983203|50550608|0000000006774
00008|0000834466000||0000676||0000741|2024-07-02|2024-08-14|C|T|56306653|46833368|0000000004409
00008|0000834479000||0000221||0000265|2024-07-18|2024-08-03|C|P|76052367|75163822|0000000009896
00008|0000834492000||0000379||0000923|2024-07-24|2024-08-07|F|T|11999426|27229839|0000000001100
